TSIC,Code,Product,Unit,Year,Month,"Begin month
inventory",Production,Domestic,Export,Total,"Shipment value
(thousand baht)","Month-end 
inventory",Capacity
10802,040,Ready made shrimp feed,ton,2020,11,"11,794","32,137","29,405",836,"30,242","1,020,892","11,970","101,958"
10802,040,Ready made shrimp feed,ton,2020,12,"11,970","31,126","29,063",593,"29,656","1,009,057","11,042","100,252"
10802,050,Premix,ton,2016,1,"1,141","4,399","2,307",519,"2,826","252,387","1,059","6,765"
10802,050,Premix,ton,2016,2,"1,059","4,310","2,176",816,"2,992","250,888",955,"6,975"
10802,050,Premix,ton,2016,3,955,"5,092","2,475",895,"3,369","312,545",895,"7,125"
10802,050,Premix,ton,2016,4,895,"4,155","2,078",462,"2,540","215,553","1,111","6,310"
10802,050,Premix,ton,2016,5,"1,111","5,216","2,351","1,183","3,534","314,170",926,"7,221"
10802,050,Premix,ton,2016,6,926,"5,259","2,474",756,"3,230","299,704","1,025","7,007"
10802,050,Premix,ton,2016,7,"1,025","4,793","2,233",752,"2,985","269,386",755,"6,831"
10802,050,Premix,ton,2016,8,755,"5,047","2,085",927,"3,012","297,931",766,"7,016"
10802,050,Premix,ton,2016,9,766,"4,192","1,974",326,"2,299","205,593",662,"6,840"
10802,050,Premix,ton,2016,10,662,"3,633","1,811",81,"1,892","198,590",691,"8,082"
10802,050,Premix,ton,2016,11,691,"4,429","2,153",269,"2,422","244,297",774,"6,937"
10802,050,Premix,ton,2016,12,774,"4,656","2,163",174,"2,337","254,321",942,"6,707"
10802,050,Premix,ton,2017,1,942,"4,644","1,861",881,"2,742","292,399",958,"5,999"
10802,050,Premix,ton,2017,2,958,"4,487","1,807",909,"2,716","298,405",900,"5,995"
10802,050,Premix,ton,2017,3,900,"5,489","2,061",826,"2,887","281,988","1,230","6,284"
10802,050,Premix,ton,2017,4,"1,230","4,262","1,797",843,"2,640","318,818","1,070","5,693"
10802,050,Premix,ton,2017,5,"1,070","5,373","1,943",781,"2,724","314,441","1,657","6,186"
10802,050,Premix,ton,2017,6,"1,657","5,310","2,222","1,052","3,274","354,927","1,585","6,010"
10802,050,Premix,ton,2017,7,"1,585","4,969","1,834",825,"2,659","315,117","1,838","5,793"
10802,050,Premix,ton,2017,8,"1,838","5,307","2,370","1,258","3,628","383,947","1,777","5,587"
10802,050,Premix,ton,2017,9,"1,777","5,743","2,751",674,"3,425","401,643","1,914","6,061"
10802,050,Premix,ton,2017,10,"1,914","4,640","2,548",437,"2,985","354,049","1,394","5,962"
10802,050,Premix,ton,2017,11,"1,394","5,159","2,426",431,"2,857","377,603","1,450","6,193"
10802,050,Premix,ton,2017,12,"1,450","5,299","2,249",254,"2,503","340,817","1,729","6,043"
10802,050,Premix,ton,2018,1,"1,729","5,453","2,038","1,201","3,238","437,637","1,616","6,419"
10802,050,Premix,ton,2018,2,"1,616","5,438","2,042","1,388","3,430","491,997","1,521","6,195"
10802,050,Premix,ton,2018,3,"1,521","5,641","2,422",995,"3,417","728,590","1,383","6,316"
10802,050,Premix,ton,2018,4,"1,383","5,015","1,638","1,163","2,801","365,456","1,634","6,019"
10802,050,Premix,ton,2018,5,"1,634","5,174","1,897","1,099","2,996","461,369","1,603","6,126"
10802,050,Premix,ton,2018,6,"1,603","5,502","1,979","1,247","3,225","455,794","1,583","6,300"
10802,050,Premix,ton,2018,7,"1,583","4,859","1,956",729,"2,685","373,122","1,628","6,191"
10802,050,Premix,ton,2018,8,"1,628","5,257","2,330",669,"2,999","431,875","1,707","6,114"
10802,050,Premix,ton,2018,9,"1,707","4,671","2,261",296,"2,556","363,244","1,728","6,055"
10802,050,Premix,ton,2018,10,"1,728","5,002","2,427",381,"2,808","426,503","1,766","6,234"
10802,050,Premix,ton,2018,11,"1,766","5,158","2,221",650,"2,871","343,275","1,809","6,291"
10802,050,Premix,ton,2018,12,"1,809","4,716","2,540",220,"2,761","343,183","1,556","6,169"
10802,050,Premix,ton,2019,1,"1,556","5,087","2,084",565,"2,649","307,168","1,782","6,203"
10802,050,Premix,ton,2019,2,"1,782","4,369","1,812",727,"2,539","279,850","1,731","6,214"
10802,050,Premix,ton,2019,3,"1,731","5,275","2,437",733,"3,170","360,754","1,690","6,183"
10802,050,Premix,ton,2019,4,"1,690","4,263","1,951",483,"2,434","291,560","1,642","6,065"
10802,050,Premix,ton,2019,5,"1,642","4,851","1,823",740,"2,562","292,957","1,875","5,930"
10802,050,Premix,ton,2019,6,"1,875","5,258","2,586",847,"3,432","383,303","1,841","6,030"
10802,050,Premix,ton,2019,7,"1,841","4,862","2,130",973,"3,103","362,923","1,685","5,860"
10802,050,Premix,ton,2019,8,"1,685","5,806","2,567",968,"3,535","398,926","1,765","5,923"
10802,050,Premix,ton,2019,9,"1,765","5,604","2,649","1,275","3,924","430,525","1,440","5,801"
10802,050,Premix,ton,2019,10,"1,440","5,286","2,554",656,"3,209","379,783","1,544","5,844"
10802,050,Premix,ton,2019,11,"1,544","5,717","2,702",737,"3,440","356,217","1,657","6,038"
10802,050,Premix,ton,2019,12,"1,657","5,623","2,442","1,208","3,650","376,664","1,503","6,031"
10802,050,Premix,ton,2020,1,"1,503","5,257","2,074",633,"2,706","281,470","2,234","5,936"
10802,050,Premix,ton,2020,2,"2,234","4,504","2,143","1,070","3,214","322,425","1,730","5,351"
10802,050,Premix,ton,2020,3,"1,730","5,462","3,069",559,"3,629","377,388","1,744","5,893"
10802,050,Premix,ton,2020,4,"1,744","5,279","2,443",606,"3,049","373,470","2,163","5,921"
10802,050,Premix,ton,2020,5,"2,163","4,443","2,032","1,019","3,051","332,548","1,949","5,896"
10802,050,Premix,ton,2020,6,"1,949","4,682","2,392","1,024","3,416","373,839","1,635","6,199"
10802,050,Premix,ton,2020,7,"1,635","4,358","1,869","1,274","3,143","315,561","1,541","5,338"
10802,050,Premix,ton,2020,8,"1,541","4,822","2,208",831,"3,039","356,106","1,890","5,410"
10802,050,Premix,ton,2020,9,"1,890","5,041","2,452",591,"3,042","351,960","2,137","6,326"
10802,050,Premix,ton,2020,10,"2,137","4,703","2,072",846,"2,918","318,297","1,978","6,310"
10802,050,Premix,ton,2020,11,"1,978","4,808","2,512",561,"3,073","350,345","1,838","6,361"
10802,050,Premix,ton,2020,12,"1,838","4,883","2,728",210,"2,938","338,935","1,753","6,614"
10112,010,Frozen and chilled pork,ton,2021,1,"5,464","34,927","26,908",978,"27,886","2,509,415","6,966","46,033"
10112,010,Frozen and chilled pork,ton,2021,2,"6,966","31,714","24,118",958,"25,076","2,213,526","7,865","45,677"
10112,010,Frozen and chilled pork,ton,2021,3,"7,865","34,816","27,832","1,371","29,203","2,618,413","7,855","45,876"
10112,010,Frozen and chilled pork,ton,2021,4,"7,855","32,722","25,801","1,236","27,037","2,457,585","8,525","45,583"
10112,010,Frozen and chilled pork,ton,2021,5,"8,525","32,728","25,879","1,210","27,089","2,342,713","9,237","45,481"
10112,010,Frozen and chilled pork,ton,2021,6,"9,237","31,541","25,701","1,365","27,066","2,298,171","8,634","45,730"
10112,010,Frozen and chilled pork,ton,2021,7,"8,634","35,231","26,139","1,463","27,601","2,281,031","8,636","46,014"
10112,010,Frozen and chilled pork,ton,2021,8,"8,636","27,526","23,318",8,"23,326","1,964,748","8,498","46,103"
10112,010,Frozen and chilled pork,ton,2021,9,"8,498","31,137","23,571",398,"23,969","1,851,391","10,048","45,525"
10112,010,Frozen and chilled pork,ton,2021,10,"10,048","32,965","26,082",880,"26,962","2,172,817","10,408","46,336"
10112,010,Frozen and chilled pork,ton,2021,11,"10,408","34,219","26,445","1,037","27,482","2,305,646","11,380","46,517"
10112,010,Frozen and chilled pork,ton,2021,12,"11,380","36,456","30,383",964,"31,347","2,919,598","9,810","46,958"
10112,010,Frozen and chilled pork,ton,2022,1,"9,810","30,949","23,738",879,"24,617","2,670,208","10,388","46,725"
10112,010,Frozen and chilled pork,ton,2022,2,"10,388","26,919","21,897",838,"22,735","2,234,569","10,908","46,368"
10112,010,Frozen and chilled pork,ton,2022,3,"10,908","32,425","28,287",748,"29,035","2,828,840","9,848","46,563"
10112,010,Frozen and chilled pork,ton,2022,4,"9,848","31,037","27,647",759,"28,406","2,992,578","7,542","47,774"
10112,010,Frozen and chilled pork,ton,2022,5,"7,542","28,361","24,114",478,"24,592","2,737,845","6,784","46,698"
10112,010,Frozen and chilled pork,ton,2022,6,"6,784","27,699","22,339",594,"22,933","2,738,423","6,795","46,560"
10112,010,Frozen and chilled pork,ton,2022,7,"6,795","27,382","23,240",658,"23,898","2,770,907","5,414","46,566"
10112,010,Frozen and chilled pork,ton,2022,8,"5,414","26,440","21,756",571,"22,327","2,726,594","5,298","46,514"
10112,010,Frozen and chilled pork,ton,2022,9,"5,298","26,401","21,279",465,"21,744","2,523,439","5,759","46,684"
10112,010,Frozen and chilled pork,ton,2022,10,"5,759","27,410","22,399",619,"23,018","2,636,922","5,590","46,715"
10112,010,Frozen and chilled pork,ton,2022,11,"5,590","29,124","23,171",661,"23,832","2,791,545","6,318","46,739"
10112,010,Frozen and chilled pork,ton,2022,12,"6,318","31,507","25,705",568,"26,274","2,954,251","6,646","47,023"
10112,010,Frozen and chilled pork,ton,2023,1,"6,646","31,286","24,384",620,"25,004","2,747,822","7,724","48,202"
10112,010,Frozen and chilled pork,ton,2023,2,"7,724","29,308","23,100",597,"23,697","2,503,037","7,558","48,074"
10112,010,Frozen and chilled pork,ton,2023,3,"7,558","32,269","27,305",344,"27,649","2,680,292","6,835","48,300"
10112,010,Frozen and chilled pork,ton,2023,4,"6,835","32,669","25,576",549,"26,125","2,576,689","7,433","48,148"
10112,010,Frozen and chilled pork,ton,2023,5,"7,433","33,317","26,317",854,"27,170","2,508,657","7,756","48,283"
10112,010,Frozen and chilled pork,ton,2023,6,"7,756","33,875","26,890",253,"27,143","2,531,717","8,343","48,323"
10112,010,Frozen and chilled pork,ton,2023,7,"8,343","35,704","28,030","1,355","29,385","2,492,844","8,434","48,304"
10112,010,Frozen and chilled pork,ton,2023,8,"8,434","37,476","30,201",0,"30,201","2,487,980","8,290","48,566"
10112,010,Frozen and chilled pork,ton,2023,9,"8,290","37,645","29,313",21,"29,334","2,451,692","9,208","48,536"
10112,010,Frozen and chilled pork,ton,2023,10,"9,208","38,404","31,089",0,"31,089","2,333,845","9,487","48,395"
10112,010,Frozen and chilled pork,ton,2023,11,"9,487","39,422","30,225",0,"30,225","2,507,341","10,406","48,362"
10112,010,Frozen and chilled pork,ton,2023,12,"10,406","39,788","32,863",0,"32,863","2,702,760","10,235","48,558"
10112,010,Frozen and chilled pork,ton,2024,1,"10,235","38,816","31,020",0,"31,020","2,523,039","10,295","48,450"
10112,010,Frozen and chilled pork,ton,2024,2,"10,295","37,501","29,345",0,"29,345","2,388,992","10,106","48,475"
10112,010,Frozen and chilled pork,ton,2024,3,"10,106","38,063","30,931",0,"30,931","2,402,469","8,858","48,545"
10112,010,Frozen and chilled pork,ton,2024,4,"8,858","37,298","31,564",0,"31,564","2,516,644","9,041","48,643"
10112,010,Frozen and chilled pork,ton,2024,5,"9,041","36,095","30,543",8,"30,551","2,504,723","9,006","48,142"
10112,010,Frozen and chilled pork,ton,2024,6,"9,006","38,976","30,839",0,"30,839","2,446,073","9,842","48,927"
10112,010,Frozen and chilled pork,ton,2024,7,"9,842","37,680","31,224",0,"31,224","2,617,357","8,753","48,491"
10112,010,Frozen and chilled pork,ton,2024,8,"8,753","39,279","31,004",0,"31,004","2,687,309","8,760","48,349"
10112,010,Frozen and chilled pork,ton,2024,9,"8,760","39,178","30,713",10,"30,723","2,627,164","9,029","48,507"
10112,010,Frozen and chilled pork,ton,2024,10,"9,029","39,829","31,952",0,"31,952","2,739,031","8,676","48,594"
10112,010,Frozen and chilled pork,ton,2024,11,"8,676","41,118","32,082",0,"32,082","2,717,047","9,060","48,648"
10112,010,Frozen and chilled pork,ton,2024,12,"9,060","42,174","33,256",3,"33,259","2,964,770","8,863","48,917"
10112,010,Frozen and chilled pork,ton,2025,1,"8,863","41,463","33,169",0,"33,169","2,848,315","8,738","49,248"
10112,010,Frozen and chilled pork,ton,2025,2,"8,738","36,886","29,475",0,"29,475","2,623,864","8,607","48,951"
10112,010,Frozen and chilled pork,ton,2025,3,"8,607","41,288","32,986",0,"32,986","3,022,994","8,459","49,269"
10112,010,Frozen and chilled pork,ton,2025,4,"8,459","37,843","30,535",0,"30,535","3,113,508","7,262","49,108"
10112,010,Frozen and chilled pork,ton,2025,5,7262,38457,30205,0,30205,3057672,6783,49371
10112,010,Frozen and chilled pork,ton,2025,6,6783,39513,30695,0,30695,2969341,7496,49357
10120,010,Frozen and chilled chicken meat,ton,2021,1,"94,797","255,270","189,441","34,718","224,159","9,440,572","105,689","325,732"
10120,010,Frozen and chilled chicken meat,ton,2021,2,"105,689","246,690","182,067","38,364","220,431","9,639,458","103,215","325,732"
10120,010,Frozen and chilled chicken meat,ton,2021,3,"103,215","277,220","209,246","40,156","249,402","10,916,151","95,484","325,732"
10120,010,Frozen and chilled chicken meat,ton,2021,4,"95,484","239,049","177,052","39,354","216,406","10,137,605","89,315","325,732"
10120,010,Frozen and chilled chicken meat,ton,2021,5,"89,315","249,469","180,973","47,329","228,302","11,104,987","78,442","325,732"
10120,010,Frozen and chilled chicken meat,ton,2021,6,"78,442","253,074","185,901","35,144","221,045","10,239,647","86,261","325,732"
10120,010,Frozen and chilled chicken meat,ton,2021,7,"86,261","224,112","162,403","42,636","205,039","9,941,473","84,602","325,732"
10120,010,Frozen and chilled chicken meat,ton,2021,8,"84,602","205,470","155,292","25,752","181,044","8,539,131","88,967","325,732"
10120,010,Frozen and chilled chicken meat,ton,2021,9,"88,967","270,690","182,469","24,355","206,824","8,263,162","122,122","325,732"
10120,010,Frozen and chilled chicken meat,ton,2021,10,"122,122","273,970","178,832","31,332","210,164","9,520,970","127,843","325,732"
10120,010,Frozen and chilled chicken meat,ton,2021,11,"127,843","267,336","201,411","35,627","237,038","11,655,217","133,710","325,732"
10120,010,Frozen and chilled chicken meat,ton,2021,12,"133,710","252,192","195,801","37,524","233,325","12,381,217","122,897","325,732"
10120,010,Frozen and chilled chicken meat,ton,2022,1,"122,897","254,422","199,185","34,878","234,063","12,554,892","115,756","325,732"
10120,010,Frozen and chilled chicken meat,ton,2022,2,"115,756","242,910","184,815","43,236","228,050","13,257,694","100,743","325,732"
10120,010,Frozen and chilled chicken meat,ton,2022,3,"100,743","269,054","199,230","37,961","237,191","13,291,956","98,921","325,732"
10120,010,Frozen and chilled chicken meat,ton,2022,4,"98,921","225,949","171,284","33,537","204,821","12,054,979","97,102","325,732"
10120,010,Frozen and chilled chicken meat,ton,2022,5,"97,102","250,265","185,179","41,684","226,863","13,721,710","90,624","325,732"
10120,010,Frozen and chilled chicken meat,ton,2022,6,"90,624","265,075","197,194","39,127","236,321","14,861,253","88,190","325,732"
10120,010,Frozen and chilled chicken meat,ton,2022,7,"88,190","258,448","182,842","43,488","226,330","15,577,554","84,509","325,732"
10120,010,Frozen and chilled chicken meat,ton,2022,8,"84,509","288,951","197,547","44,263","241,809","16,578,002","97,449","325,732"
10120,010,Frozen and chilled chicken meat,ton,2022,9,"97,449","275,707","193,700","38,384","232,084","15,013,534","107,335","325,732"
10120,010,Frozen and chilled chicken meat,ton,2022,10,"107,335","281,298","196,157","42,686","238,843","15,751,521","110,732","325,732"
10120,010,Frozen and chilled chicken meat,ton,2022,11,"110,732","282,223","197,943","42,146","240,089","15,045,203","114,164","329,832"
10120,010,Frozen and chilled chicken meat,ton,2022,12,"114,164","261,732","195,530","40,019","235,548","14,158,546","109,014","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,1,"109,014","266,457","186,585","37,101","223,687","12,335,651","121,767","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,2,"121,767","261,575","189,273","41,748","231,021","13,386,328","121,093","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,3,"121,093","269,275","198,701","44,802","243,503","13,900,625","118,251","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,4,"118,251","224,932","170,353","36,344","206,697","11,858,861","108,468","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,5,"108,468","272,893","196,248","42,303","238,551","13,623,959","111,659","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,6,"111,659","249,062","183,275","41,880","225,155","13,251,689","103,035","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,7,"103,035","267,799","187,541","38,057","225,598","12,692,892","114,755","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,8,"114,755","282,398","193,966","44,885","238,851","13,613,558","123,121","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,9,"123,121","276,579","190,927","42,466","233,393","12,822,524","134,989","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,10,"134,989","256,032","188,314","45,401","233,715","13,289,113","129,384","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,11,"129,384","266,393","198,696","44,698","243,393","13,364,836","124,297","329,832"
10120,010,Frozen and chilled chicken meat,ton,2023,12,"124,297","241,235","191,812","42,340","234,152","12,926,426","108,945","329,832"
10120,010,Frozen and chilled chicken meat,ton,2024,1,"108,945","251,152","192,025","43,293","235,318","13,238,249","102,029","333,837"
10120,010,Frozen and chilled chicken meat,ton,2024,2,"102,029","243,329","181,623","46,929","228,552","13,417,559","89,019","333,837"
10120,010,Frozen and chilled chicken meat,ton,2024,3,"89,019","261,695","189,545","44,792","234,337","13,775,337","85,479","333,837"
10120,010,Frozen and chilled chicken meat,ton,2024,4,"85,479","222,416","163,704","40,932","204,636","12,869,639","76,443","333,837"
10120,010,Frozen and chilled chicken meat,ton,2024,5,"76,443","257,055","185,011","44,569","229,581","13,888,043","75,349","333,837"
10120,010,Frozen and chilled chicken meat,ton,2024,6,"75,349","245,656","174,900","41,066","215,966","13,188,529","75,833","325,837"
10120,010,Frozen and chilled chicken meat,ton,2024,7,"75,833","268,300","189,127","43,115","232,241","14,138,610","80,502","325,837"
10120,010,Frozen and chilled chicken meat,ton,2024,8,"80,502","282,537","194,866","48,463","243,329","14,659,381","85,223","325,837"
10120,010,Frozen and chilled chicken meat,ton,2024,9,"85,223","263,440","182,673","44,457","227,130","13,141,632","90,358","325,837"
10120,010,Frozen and chilled chicken meat,ton,2024,10,"90,358","276,642","193,422","49,170","242,592","13,802,930","92,978","325,837"
10120,010,Frozen and chilled chicken meat,ton,2024,11,"92,978","280,924","205,422","51,042","256,464","14,708,522","91,916","325,837"
10120,010,Frozen and chilled chicken meat,ton,2024,12,"91,916","251,697","191,503","43,437","234,940","13,624,106","86,540","325,837"
10120,010,Frozen and chilled chicken meat,ton,2025,1,"86,540","263,723","189,112","44,044","233,156","13,431,347","92,385","325,837"
10120,010,Frozen and chilled chicken meat,ton,2025,2,"92,385","241,986","176,598","49,612","226,210","13,317,115","87,102","325,837"
10120,010,Frozen and chilled chicken meat,ton,2025,3,"87,102","247,889","184,025","44,576","228,601","13,060,218","80,563","325,837"
10120,010,Frozen and chilled chicken meat,ton,2025,4,"80,563","233,762","171,221","39,874","211,095","12,393,188","82,096","325,837"
10120,010,Frozen and chilled chicken meat,ton,2025,5,82095.944,268795.116,188868.771,55237.334,244106.105,14513410.47,81195.517,325837
10120,010,Frozen and chilled chicken meat,ton,2025,6,81195.517,242642.446,172934.676,49527.018,222461.694,13326581.66,79606.279,325837
10131,010,ham,ton,2021,1,85,261,322,0,323,"57,553",86,952
10131,010,ham,ton,2021,2,86,302,355,2,357,"62,957",58,952
10131,010,ham,ton,2021,3,58,373,422,1,424,"74,447",60,952
10131,010,ham,ton,2021,4,60,334,398,1,399,"72,110",53,952
10131,010,ham,ton,2021,5,53,303,298,2,300,"54,974",65,952
10131,010,ham,ton,2021,6,65,304,315,1,315,"56,220",60,952
10131,010,ham,ton,2021,7,60,294,310,3,313,"59,467",50,952
10131,010,ham,ton,2021,8,50,299,308,4,312,"59,377",48,952
10131,010,ham,ton,2021,9,48,368,372,2,373,"68,573",52,952
10131,010,ham,ton,2021,10,52,389,381,1,382,"69,487",67,952
10131,010,ham,ton,2021,11,67,405,393,3,396,"72,736",83,952
10131,010,ham,ton,2021,12,83,414,439,4,443,"80,327",73,952
10131,010,ham,ton,2022,1,73,323,339,0,339,"62,538",67,952
10131,010,ham,ton,2022,2,67,352,358,2,359,"67,554",71,952
10131,010,ham,ton,2022,3,71,381,378,3,381,"71,455",84,952
10131,010,ham,ton,2022,4,84,337,349,2,351,"66,187",77,952
10131,010,ham,ton,2022,5,77,340,352,3,355,"68,175",68,952
10131,010,ham,ton,2022,6,68,309,322,1,323,"60,847",63,952
10131,010,ham,ton,2022,7,63,293,302,2,304,"60,488",59,952
10131,010,ham,ton,2022,8,59,296,308,1,309,"60,822",60,952
10131,010,ham,ton,2022,9,60,284,286,1,287,"56,965",73,952
10131,010,ham,ton,2022,10,73,295,314,2,316,"62,313",58,952
10131,010,ham,ton,2022,11,58,332,317,5,322,"66,060",81,952
10131,010,ham,ton,2022,12,81,382,403,2,404,"82,735",69,952
10131,010,ham,ton,2023,1,69,293,297,1,298,"60,656",67,952
10131,010,ham,ton,2023,2,67,305,306,2,308,"62,378",63,952
10131,010,ham,ton,2023,3,63,349,348,1,349,"70,661",71,952
10131,010,ham,ton,2023,4,71,287,300,0,300,"61,388",64,952
10131,010,ham,ton,2023,5,64,312,309,2,311,"63,044",60,952
10131,010,ham,ton,2023,6,60,276,284,0,284,"57,791",52,952
10131,010,ham,ton,2023,7,85,414,427,2,429,"84,597",77,952
10131,010,ham,ton,2023,8,80,453,444,0,445,"87,462",89,952
10131,010,ham,ton,2023,9,89,408,407,1,407,"78,784",101,952
10131,010,ham,ton,2023,10,101,427,436,1,437,"84,791",87,952
10131,010,ham,ton,2023,11,87,479,460,7,467,"88,755",99,952
10131,010,ham,ton,2023,12,99,452,468,1,470,"100,924",85,952
10131,010,ham,ton,2024,1,85,443,445,1,446,"87,289",83,952
10131,010,ham,ton,2024,2,83,448,446,1,447,"88,179",84,952
10131,010,ham,ton,2024,3,84,502,482,1,483,"93,970",104,952
10131,010,ham,ton,2024,4,104,474,484,1,485,"93,772",94,952
10131,010,ham,ton,2024,5,94,465,457,1,458,"89,665",101,952
10131,010,ham,ton,2024,6,101,399,401,1,402,"79,101",98,952
10131,010,ham,ton,2024,7,98,428,438,8,446,"88,486",80,952
10131,010,ham,ton,2024,8,80,501,472,2,474,"95,029",107,952
10131,010,ham,ton,2024,9,107,412,402,7,409,"81,460",110,952
10131,010,ham,ton,2024,10,110,446,450,7,456,"91,442",100,952
10131,010,ham,ton,2024,11,100,509,476,7,483,"94,665",126,952
10131,010,ham,ton,2024,12,126,536,563,15,578,"110,526",84,952
10131,010,ham,ton,2025,1,84,533,517,1,518,"98,407",99,952
10131,010,ham,ton,2025,2,99,468,457,5,462,"89,112",106,952
10131,010,ham,ton,2025,3,106,582,540,33,573,"106,116",115,952
10131,010,ham,ton,2025,4,115,534,523,1,524,"100,750",127,952
10131,010,ham,ton,2025,5,127.349,519.81,470.115,34.5,504.615,96296.16,142.549,952
10131,010,ham,ton,2025,6,142.549,427.69,419.49,26.98,446.47,86317.139,124.259,952
10131,020,bacon,ton,2021,1,44,344,354,0,354,"79,173",35,680
10131,020,bacon,ton,2021,2,35,331,329,0,329,"70,025",37,680
10131,020,bacon,ton,2021,3,37,392,388,0,388,"81,036",41,680
10131,020,bacon,ton,2021,4,41,417,420,0,420,"90,073",33,680
10131,020,bacon,ton,2021,5,33,380,375,0,375,"83,840",38,680
10131,020,bacon,ton,2021,6,38,391,391,0,391,"85,032",37,680
10131,020,bacon,ton,2021,7,37,395,406,0,406,"87,958",26,680
10131,020,bacon,ton,2021,8,26,387,390,0,390,"85,209",22,680
10131,020,bacon,ton,2021,9,22,412,391,0,391,"87,905",42,680
10131,020,bacon,ton,2021,10,42,460,454,0,454,"96,364",49,680
10131,020,bacon,ton,2021,11,49,485,464,0,464,"100,184",70,680
10131,020,bacon,ton,2021,12,70,590,604,0,604,"128,724",57,680
10131,020,bacon,ton,2022,1,57,403,375,0,375,"79,924",83,680
10131,020,bacon,ton,2022,2,83,388,345,0,345,"78,763",115,680
10131,020,bacon,ton,2022,3,115,415,392,0,392,"93,358",137,680
10131,020,bacon,ton,2022,4,137,354,387,0,387,"91,556",104,680
10131,020,bacon,ton,2022,5,104,360,382,0,382,"90,341",82,680
10131,020,bacon,ton,2022,6,82,379,347,0,347,"81,959",114,680
10131,020,bacon,ton,2022,7,114,370,379,0,379,"89,180",105,680
10131,020,bacon,ton,2022,8,105,388,338,0,338,"77,902",156,680
10131,020,bacon,ton,2022,9,156,362,345,0,345,"81,253",133,680
10131,020,bacon,ton,2022,10,133,335,387,0,387,"91,518",82,680
10131,020,bacon,ton,2022,11,82,447,411,0,411,"97,276",118,680
10131,020,bacon,ton,2022,12,118,481,507,0,507,"120,812",93,680
10131,020,bacon,ton,2023,1,93,397,377,0,377,"91,018",112,680
10131,020,bacon,ton,2023,2,112,383,371,0,371,"88,785",125,680
10131,020,bacon,ton,2023,3,125,442,438,0,438,"106,304",128,680
10131,020,bacon,ton,2023,4,128,402,383,0,383,"92,363",147,680
10131,020,bacon,ton,2023,5,147,380,383,0,383,"92,035",144,680
10131,020,bacon,ton,2023,6,144,293,345,0,345,"84,795",92,680
10131,020,bacon,ton,2023,7,143,356,365,0,365,"96,733",134,680
10131,020,bacon,ton,2023,8,134,362,371,0,371,"101,675",124,680
10131,020,bacon,ton,2023,9,124,341,313,0,313,"84,146",153,680
10131,020,bacon,ton,2023,10,153,334,357,0,357,"96,409",130,680
10131,020,bacon,ton,2023,11,130,456,408,29,437,"111,912",149,680
10131,020,bacon,ton,2023,12,149,542,555,2,557,"133,986",134,680
10131,020,bacon,ton,2024,1,134,396,348,0,348,"92,287",182,680
10131,020,bacon,ton,2024,2,182,403,419,5,424,"116,080",161,680
10131,020,bacon,ton,2024,3,161,459,366,20,386,"101,371",234,680
10131,020,bacon,ton,2024,4,234,351,408,0,408,"108,165",177,680
10131,020,bacon,ton,2024,5,177,341,333,10,343,"91,191",175,680
10131,020,bacon,ton,2024,6,175,299,300,10,310,"81,757",164,680
10131,020,bacon,ton,2024,7,164,352,336,13,349,"96,267",166,680
10131,020,bacon,ton,2024,8,166,397,350,20,370,"101,243",194,680
10131,020,bacon,ton,2024,9,194,353,308,0,308,"85,700",238,680
10131,020,bacon,ton,2024,10,238,332,365,0,365,"101,927",204,680
10131,020,bacon,ton,2024,11,204,402,358,22,380,"102,020",226,680
10131,020,bacon,ton,2024,12,226,426,507,1,508,"131,884",144,680
10131,020,bacon,ton,2025,1,144,353,377,0,377,"100,122",120,680
10131,020,bacon,ton,2025,2,120,392,353,8,361,"95,394",151,680
10131,020,bacon,ton,2025,3,151,460,403,25,427,"109,067",184,680
10131,020,bacon,ton,2025,4,184,366,391,0,391,"101,119",158,680
10131,020,bacon,ton,2025,5,158.358,414.8,390.459,30,420.459,109051.313,152.694,680
10131,020,bacon,ton,2025,6,152.694,408.11,336.96,11,347.96,91813.55,212.844,680
10132,010,sausage,ton,2021,1,"6,942","14,692","19,599",149,"19,747","1,311,062","3,468","18,833"
10132,010,sausage,ton,2021,2,"3,468","13,550","13,888",314,"14,201","1,262,787","3,760","18,833"
10132,010,sausage,ton,2021,3,"3,760","14,843","14,405",305,"14,710","1,312,552","5,358","18,833"
10132,010,sausage,ton,2021,4,"5,358","12,158","13,550",167,"13,717","1,243,613","5,187","18,833"
10132,010,sausage,ton,2021,5,"5,187","12,114","12,231",152,"12,382","1,113,418","5,285","18,833"
10132,010,sausage,ton,2021,6,"5,285","12,190","12,101",201,"12,301","1,089,224","5,484","18,833"
10132,010,sausage,ton,2021,7,"5,484","12,154","12,465",235,"12,700","1,137,043","5,339","18,833"
