TSIC,Code,Product,Unit,Year,Month,"Begin month
inventory",Production,Domestic,Export,Total,"Shipment value
(thousand baht)","Month-end 
inventory",Capacity
10802,010,Ready made pig feed,ton,2000,1,"3,926","39,646","39,757",0,"39,757","310,066","5,948","54,522"
10802,010,Ready made pig feed,ton,2000,2,"5,948","37,873","38,888",0,"38,888","318,895","4,942","53,119"
10802,010,Ready made pig feed,ton,2000,3,"4,942","39,109","38,850",0,"38,850","322,827","6,016","53,870"
10802,010,Ready made pig feed,ton,2000,4,"6,016","34,976","35,833",0,"35,833","298,395","5,660","51,732"
10802,010,Ready made pig feed,ton,2000,5,"5,660","38,759","39,687",0,"39,687","334,404","5,890","56,332"
10802,010,Ready made pig feed,ton,2000,6,"9,851","53,882","55,679",0,"55,679","486,183","8,015","86,884"
10802,010,Ready made pig feed,ton,2000,7,"8,015","58,351","58,667",0,"58,667","513,702","8,201","89,120"
10802,010,Ready made pig feed,ton,2000,8,"8,201","62,484","61,421",0,"61,421","535,927","9,388","86,945"
10802,010,Ready made pig feed,ton,2000,9,"9,470","63,701","64,389",0,"64,389","554,762","9,192","92,231"
10802,010,Ready made pig feed,ton,2000,10,"9,192","61,469","63,009",0,"63,009","538,588","7,899","92,672"
10802,010,Ready made pig feed,ton,2000,11,"7,899","62,099","62,299",0,"62,299","541,500","8,181","89,965"
10802,010,Ready made pig feed,ton,2000,12,"8,181","65,739","66,370",0,"66,370","577,214","8,388","94,926"
10802,010,Ready made pig feed,ton,2001,1,"8,388","62,627","62,777",0,"62,777","561,137","8,731","99,314"
10802,010,Ready made pig feed,ton,2001,2,"8,731","57,957","57,798",0,"57,798","520,230","9,048","99,963"
10802,010,Ready made pig feed,ton,2001,3,"9,048","64,946","64,368",0,"64,368","587,323","9,133","100,436"
10802,010,Ready made pig feed,ton,2001,4,"9,133","60,661","60,498",0,"60,498","542,575","9,727","107,893"
10802,010,Ready made pig feed,ton,2001,5,"9,727","63,827","66,238",0,"66,238","607,858","8,088","100,329"
10802,010,Ready made pig feed,ton,2001,6,"8,088","67,248","65,330",0,"65,330","598,278","9,173","103,061"
10802,010,Ready made pig feed,ton,2001,7,"9,173","67,961","67,958",0,"67,958","617,573","9,106","101,953"
10802,010,Ready made pig feed,ton,2001,8,"9,106","71,309","70,969",0,"70,969","641,496","9,206","102,132"
10802,010,Ready made pig feed,ton,2001,9,"9,206","68,245","68,129",0,"68,129","617,702","9,016","103,165"
10802,010,Ready made pig feed,ton,2001,10,"9,016","70,402","70,134",0,"70,134","610,038","8,795","102,003"
10802,010,Ready made pig feed,ton,2001,11,"8,795","69,235","68,464",0,"68,464","610,561","8,585","103,217"
10802,010,Ready made pig feed,ton,2001,12,"8,585","72,105","70,577",0,"70,577","630,833","9,895","103,170"
10802,010,Ready made pig feed,ton,2002,1,"9,895","70,126","70,766",0,"70,766","597,477","9,586","101,148"
10802,010,Ready made pig feed,ton,2002,2,"9,586","63,181","63,349",0,"63,349","556,567","9,148","107,064"
10802,010,Ready made pig feed,ton,2002,3,"9,148","72,279","71,176",0,"71,176","640,064","10,502","100,065"
10802,010,Ready made pig feed,ton,2002,4,"10,502","66,010","67,561",0,"67,561","610,143","9,418","95,853"
10802,010,Ready made pig feed,ton,2002,5,"9,418","72,305","71,250",0,"71,250","629,972","10,161","99,469"
10802,010,Ready made pig feed,ton,2002,6,"10,161","70,433","70,121",0,"70,121","640,785","10,995","102,051"
10802,010,Ready made pig feed,ton,2002,7,"10,995","73,153","76,655",0,"76,655","693,664","8,041","104,022"
10802,010,Ready made pig feed,ton,2002,8,"8,041","81,708","80,233",0,"80,233","725,261","10,912","109,573"
10802,010,Ready made pig feed,ton,2002,9,"10,912","74,158","78,253",0,"78,253","696,231","9,784","107,680"
10802,010,Ready made pig feed,ton,2002,10,"10,051","84,003","87,474",0,"87,474","774,407","10,494","121,256"
10802,010,Ready made pig feed,ton,2002,11,"10,494","82,840","86,265",0,"86,265","759,575","10,516","120,866"
10802,010,Ready made pig feed,ton,2002,12,"10,516","84,487","88,341",0,"88,341","778,585","10,880","120,521"
10802,010,Ready made pig feed,ton,2003,1,"11,064","85,185","89,167",0,"89,167","793,634","10,446","114,758"
10802,010,Ready made pig feed,ton,2003,2,"10,446","78,196","80,476",0,"80,476","707,931","10,354","116,050"
10802,010,Ready made pig feed,ton,2003,3,"10,354","78,398","80,294",0,"80,294","719,673","11,155","115,237"
10802,010,Ready made pig feed,ton,2003,4,"11,155","78,575","80,372",0,"80,372","712,441","11,462","117,508"
10802,010,Ready made pig feed,ton,2003,5,"11,462","79,874","82,109",0,"82,109","737,900","11,104","117,534"
10802,010,Ready made pig feed,ton,2003,6,"11,104","78,761","81,812",0,"81,812","739,993","11,137","120,187"
10802,010,Ready made pig feed,ton,2003,7,"11,137","86,314","89,779",0,"89,779","799,513","11,107","122,242"
10802,010,Ready made pig feed,ton,2003,8,"11,107","85,872","89,375",0,"89,375","793,457","11,972","118,686"
10802,010,Ready made pig feed,ton,2003,9,"11,972","85,124","89,814",0,"89,814","789,432","10,756","121,871"
10802,010,Ready made pig feed,ton,2003,10,"14,986","140,349","129,845",0,"129,845","1,186,850","14,823","174,910"
10802,010,Ready made pig feed,ton,2003,11,"14,823","127,019","114,029",0,"114,029","1,047,529","17,474","169,537"
10802,010,Ready made pig feed,ton,2003,12,"16,016","121,573","116,478",0,"116,478","1,084,831","16,303","161,167"
10802,010,Ready made pig feed,ton,2004,1,"19,792","135,465","122,080",0,"122,080","1,168,357","21,986","197,023"
10802,010,Ready made pig feed,ton,2004,2,"20,332","105,661","105,457",0,"105,457","1,015,513","16,548","186,702"
10802,010,Ready made pig feed,ton,2004,3,"18,333","143,599","132,976",0,"132,976","1,344,580","18,533","210,524"
10802,010,Ready made pig feed,ton,2004,4,"17,765","112,089","108,973",0,"108,973","1,135,981","15,354","173,921"
10802,010,Ready made pig feed,ton,2004,5,"16,621","133,671","118,150",0,"118,150","1,264,756","19,580","194,814"
10802,010,Ready made pig feed,ton,2004,6,"19,580","137,948","125,842",0,"125,842","1,363,311","18,509","196,961"
10802,010,Ready made pig feed,ton,2004,7,"18,509","152,722","136,739",0,"136,739","1,454,943","22,039","205,580"
10802,010,Ready made pig feed,ton,2004,8,"22,039","149,157","133,305",0,"133,305","1,406,013","22,485","208,655"
10802,010,Ready made pig feed,ton,2004,9,"21,176","131,715","125,047",0,"125,047","1,300,703","21,167","189,289"
10802,010,Ready made pig feed,ton,2004,10,"21,167","123,040","119,813",0,"119,813","1,208,678","20,660","181,663"
10802,010,Ready made pig feed,ton,2004,11,"22,873","136,789","125,687",0,"125,687","1,265,443","22,681","200,171"
10802,010,Ready made pig feed,ton,2004,12,"22,681","145,819","132,948",0,"132,948","1,340,485","22,986","206,245"
10802,010,Ready made pig feed,ton,2005,1,"22,986","134,530","122,487",0,"122,487","1,246,874","23,566","206,854"
10802,010,Ready made pig feed,ton,2005,2,"23,566","125,168","115,216",0,"115,216","1,163,758","23,941","204,687"
10802,010,Ready made pig feed,ton,2005,3,"23,941","139,680","130,764",0,"130,764","1,336,188","20,973","203,386"
10802,010,Ready made pig feed,ton,2005,4,"20,973","140,292","127,043",0,"127,043","1,319,308","21,828","204,191"
10802,010,Ready made pig feed,ton,2005,5,"21,828","142,055","128,813",0,"128,813","1,350,373","22,829","202,202"
10802,010,Ready made pig feed,ton,2005,6,"22,829","145,847","132,765",0,"132,765","1,394,536","23,530","204,726"
10802,010,Ready made pig feed,ton,2005,7,"23,530","160,938","142,869",0,"142,869","1,493,869","26,181","212,951"
10802,010,Ready made pig feed,ton,2005,8,"26,181","167,892","151,010",0,"151,010","1,575,009","25,997","215,641"
10802,010,Ready made pig feed,ton,2005,9,"25,997","164,079","148,538",0,"148,538","1,554,437","24,661","225,524"
10802,010,Ready made pig feed,ton,2005,10,"24,661","169,772","151,348",0,"151,348","1,585,060","27,156","220,375"
10802,010,Ready made pig feed,ton,2005,11,"27,156","161,873","145,152",0,"145,152","1,511,051","28,071","214,848"
10802,010,Ready made pig feed,ton,2005,12,"28,071","170,286","154,435",0,"154,435","1,604,146","26,716","222,252"
10802,010,Ready made pig feed,ton,2006,1,"26,716","160,305","140,540",0,"140,540","1,469,004","31,242","225,326"
10802,010,Ready made pig feed,ton,2006,2,"31,242","155,750","141,513",0,"141,513","1,486,825","29,901","222,407"
10802,010,Ready made pig feed,ton,2006,3,"29,901","170,603","154,173",0,"154,173","1,617,431","29,488","225,309"
10802,010,Ready made pig feed,ton,2006,4,"29,488","163,883","148,958",0,"148,958","1,578,152","28,950","228,746"
10802,010,Ready made pig feed,ton,2006,5,"28,950","178,480","160,032",0,"160,032","1,715,172","30,699","232,694"
10802,010,Ready made pig feed,ton,2006,6,"30,699","175,131","159,181",0,"159,181","1,707,042","28,952","231,443"
10802,010,Ready made pig feed,ton,2006,7,"28,952","181,784","162,356",0,"162,356","1,738,144","31,053","235,359"
10802,010,Ready made pig feed,ton,2006,8,"31,053","192,028","173,451",0,"173,451","1,827,670","30,843","246,279"
10802,010,Ready made pig feed,ton,2006,9,"30,843","191,371","174,548",0,"174,548","1,800,512","29,026","250,878"
10802,010,Ready made pig feed,ton,2006,10,"29,026","196,645","177,852",0,"177,852","1,824,121","28,626","247,271"
10802,010,Ready made pig feed,ton,2006,11,"28,626","195,227","172,802",0,"172,802","1,788,091","31,205","252,170"
10802,010,Ready made pig feed,ton,2006,12,"31,205","197,151","181,246",0,"181,246","1,860,636","26,257","249,163"
10802,010,Ready made pig feed,ton,2007,1,"26,257","196,369","177,843",0,"177,843","1,884,524","25,259","251,958"
10802,010,Ready made pig feed,ton,2007,2,"25,259","168,814","148,366",0,"148,366","1,588,040","27,972","246,442"
10802,010,Ready made pig feed,ton,2007,3,"27,972","187,205","166,250",0,"166,250","1,797,161","29,298","248,721"
10802,010,Ready made pig feed,ton,2007,4,"29,298","182,887","164,317",0,"164,317","1,792,710","29,333","252,418"
10802,010,Ready made pig feed,ton,2007,5,"29,333","180,579","160,469",0,"160,469","1,733,049","30,032","251,898"
10802,010,Ready made pig feed,ton,2007,6,"30,032","170,845","155,093",0,"155,093","1,668,611","27,259","243,418"
10802,010,Ready made pig feed,ton,2007,7,"27,259","175,961","157,418",0,"157,418","1,686,242","27,283","241,714"
10802,010,Ready made pig feed,ton,2007,8,"27,283","191,010","169,226",0,"169,226","1,829,817","27,935","248,870"
10802,010,Ready made pig feed,ton,2007,9,"27,935","176,950","158,027",0,"158,027","1,714,340","27,972","242,798"
10802,010,Ready made pig feed,ton,2007,10,"27,972","185,892","166,903",0,"166,903","1,851,026","25,785","240,858"
10802,010,Ready made pig feed,ton,2007,11,"25,785","171,319","150,708",0,"150,708","1,695,903","26,713","235,831"
10802,010,Ready made pig feed,ton,2007,12,"26,713","183,513","161,530",0,"161,530","1,853,986","28,451","244,693"
10802,010,Ready made pig feed,ton,2008,1,"28,451","172,604","153,331",0,"153,331","1,803,348","27,712","234,710"
10802,010,Ready made pig feed,ton,2008,2,"27,712","166,682","147,639",0,"147,639","1,812,202","28,562","243,260"
10802,010,Ready made pig feed,ton,2008,3,"28,562","174,808","153,560",0,"153,560","1,947,587","29,856","240,873"
10802,010,Ready made pig feed,ton,2008,4,"29,856","172,002","151,425",0,"151,425","1,959,760","29,677","242,462"
10802,010,Ready made pig feed,ton,2008,5,"29,677","183,341","160,962",0,"160,962","2,091,897","31,384","240,640"
10802,010,Ready made pig feed,ton,2008,6,"31,384","168,768","147,060",0,"147,060","1,938,535","33,485","230,734"
10802,010,Ready made pig feed,ton,2008,7,"33,485","183,018","163,849",0,"163,849","2,180,691","30,675","235,094"
10802,010,Ready made pig feed,ton,2008,8,"30,675","172,877","149,050",0,"149,050","2,041,351","33,976","230,750"
10802,010,Ready made pig feed,ton,2008,9,"33,976","168,419","148,638",0,"148,638","2,045,149","33,268","230,765"
10802,010,Ready made pig feed,ton,2008,10,"33,268","172,141","148,947",0,"148,947","2,001,107","33,504","229,642"
10802,010,Ready made pig feed,ton,2008,11,"33,504","159,978","141,119",0,"141,119","1,831,072","32,622","218,794"
10802,010,Ready made pig feed,ton,2008,12,"32,622","172,872","151,400",0,"151,400","1,938,793","31,392","223,993"
10802,010,Ready made pig feed,ton,2009,1,"31,392","162,109","140,782",0,"140,782","1,737,385","30,772","223,289"
10802,010,Ready made pig feed,ton,2009,2,"30,772","147,620","127,764",0,"127,764","1,563,107","31,628","219,316"
10802,010,Ready made pig feed,ton,2009,3,"31,628","157,830","137,961",0,"137,961","1,663,219","30,841","217,495"
10802,010,Ready made pig feed,ton,2009,4,"30,841","154,081","136,911",0,"136,911","1,653,375","27,026","216,439"
10802,010,Ready made pig feed,ton,2009,5,"27,026","155,059","133,610",0,"133,610","1,576,153","28,250","208,781"
10802,010,Ready made pig feed,ton,2009,6,"28,250","160,464","140,465",0,"140,465","1,646,699","26,666","222,354"
10802,010,Ready made pig feed,ton,2009,7,"26,666","164,534","143,960",0,"143,960","1,690,692","25,265","220,880"
10802,010,Ready made pig feed,ton,2009,8,"25,265","168,402","144,639",0,"144,639","1,700,055","29,239","226,026"
10802,010,Ready made pig feed,ton,2009,9,"29,239","164,211","142,703",0,"142,703","1,670,714","29,547","221,845"
10802,010,Ready made pig feed,ton,2009,10,"29,547","167,176","145,087",0,"145,087","1,695,889","31,214","216,818"
10802,010,Ready made pig feed,ton,2009,11,"31,214","160,680","142,198",0,"142,198","1,643,766","30,712","217,297"
10802,010,Ready made pig feed,ton,2009,12,"30,712","175,456","156,216",0,"156,216","1,855,571","27,085","219,701"
10802,010,Ready made pig feed,ton,2010,1,"27,085","159,452","139,216",0,"139,216","1,715,184","29,271","224,159"
10802,010,Ready made pig feed,ton,2010,2,"29,271","150,349","133,186",0,"133,186","1,683,587","28,583","226,512"
10802,010,Ready made pig feed,ton,2010,3,"28,583","169,617","147,867",0,"147,867","1,880,664","29,998","224,114"
10802,010,Ready made pig feed,ton,2010,4,"29,998","166,014","146,295",0,"146,295","1,880,535","29,714","226,362"
10802,010,Ready made pig feed,ton,2010,5,"29,714","165,115","144,062",0,"144,062","1,875,103","31,222","222,860"
10802,010,Ready made pig feed,ton,2010,6,"31,222","170,758","150,270",0,"150,270","1,929,892","31,170","225,341"
10802,010,Ready made pig feed,ton,2010,7,"31,170","175,532","157,729",0,"157,729","2,028,650","27,948","223,332"
10802,010,Ready made pig feed,ton,2010,8,"27,948","184,446","157,712",0,"157,712","2,010,454","34,347","228,135"
10802,010,Ready made pig feed,ton,2010,9,"34,347","180,102","159,095",0,"159,095","2,042,800","34,297","227,338"
10802,010,Ready made pig feed,ton,2010,10,"34,297","179,555","159,135",0,"159,135","2,038,577","34,110","224,806"
10802,010,Ready made pig feed,ton,2010,11,"34,110","185,115","161,439",0,"161,439","2,059,639","37,363","232,587"
10802,010,Ready made pig feed,ton,2010,12,"37,363","187,021","168,916",0,"168,916","2,162,537","34,149","231,694"
10802,010,Ready made pig feed,ton,2011,1,"34,149","175,290","154,018",0,"154,018","1,983,552","37,179","228,868"
10802,010,Ready made pig feed,ton,2011,2,"37,179","161,764","144,285",0,"144,285","1,897,520","37,315","231,408"
10802,010,Ready made pig feed,ton,2011,3,"37,315","184,407","163,340",0,"163,340","2,200,457","38,264","231,173"
10802,010,Ready made pig feed,ton,2011,4,"38,264","173,828","158,368",0,"158,368","2,146,970","32,927","230,897"
10802,010,Ready made pig feed,ton,2011,5,"32,927","178,424","159,157",0,"159,157","2,185,873","33,130","231,760"
10802,010,Ready made pig feed,ton,2011,6,"33,130","178,083","159,626",0,"159,626","2,163,629","32,830","227,444"
10802,010,Ready made pig feed,ton,2011,7,"32,830","186,208","167,213",0,"167,213","2,270,641","33,078","226,081"
10802,010,Ready made pig feed,ton,2011,8,"33,078","203,931","180,841",0,"180,841","2,567,299","34,179","234,118"
10802,010,Ready made pig feed,ton,2011,9,"34,179","198,082","179,312",0,"179,312","2,469,760","30,819","233,606"
10802,010,Ready made pig feed,ton,2011,10,"30,819","213,272","189,556",0,"189,556","2,567,098","29,668","245,497"
10802,010,Ready made pig feed,ton,2011,11,"29,668","205,910","180,174",0,"180,174","2,486,351","30,320","245,212"
10802,010,Ready made pig feed,ton,2011,12,"30,320","211,950","192,135",0,"192,135","2,699,747","26,025","243,359"
10802,010,Ready made pig feed,ton,2012,1,"26,025","201,641","177,750",0,"177,750","2,455,497","26,932","238,270"
10802,010,Ready made pig feed,ton,2012,2,"26,932","198,965","157,571",0,"157,571","2,180,877","26,769","237,931"
10802,010,Ready made pig feed,ton,2012,3,"26,769","210,512","167,294",0,"167,294","2,327,868","27,437","240,405"
10802,010,Ready made pig feed,ton,2012,4,"27,437","197,384","154,019",0,"154,019","2,116,719","30,808","241,207"
10802,010,Ready made pig feed,ton,2012,5,"30,808","205,955","163,605",0,"163,605","2,275,290","30,738","235,918"
10802,010,Ready made pig feed,ton,2012,6,"30,738","201,519","158,032",0,"158,032","2,196,451","31,907","234,629"
10802,010,Ready made pig feed,ton,2012,7,"31,907","206,122","162,725",0,"162,725","2,293,651","30,760","232,389"
10802,010,Ready made pig feed,ton,2012,8,"30,760","207,466","165,370",0,"165,370","2,359,303","28,004","227,250"
10802,010,Ready made pig feed,ton,2012,9,"28,004","197,523","155,932",0,"155,932","2,276,657","28,014","233,997"
10802,010,Ready made pig feed,ton,2012,10,"28,014","210,469","163,933",0,"163,933","2,401,138","28,389","238,929"
10802,010,Ready made pig feed,ton,2012,11,"28,389","197,625","150,264",0,"150,264","2,213,963","29,869","233,752"
10802,010,Ready made pig feed,ton,2012,12,"29,869","194,019","148,756",0,"148,756","2,247,079","31,623","228,648"
10802,010,Ready made pig feed,ton,2013,1,"31,623","195,380","153,655",0,"153,655","2,311,432","32,828","230,804"
10802,010,Ready made pig feed,ton,2013,2,"32,828","170,172","133,244",0,"133,244","2,004,681","32,763","226,520"
10802,010,Ready made pig feed,ton,2013,3,"32,763","189,427","147,604",0,"147,604","2,224,375","34,701","228,118"
10802,010,Ready made pig feed,ton,2013,4,"34,701","183,475","145,560",0,"145,560","2,153,050","32,986","230,558"
10802,010,Ready made pig feed,ton,2013,5,"32,986","181,483","144,105",0,"144,105","2,114,039","30,528","227,118"
10802,010,Ready made pig feed,ton,2013,6,"30,528","181,191","140,645",0,"140,645","2,117,625","32,777","229,156"
10802,010,Ready made pig feed,ton,2013,7,"32,777","194,504","152,837",0,"152,837","2,276,658","32,588","230,471"
10802,010,Ready made pig feed,ton,2013,8,"32,588","196,366","155,862",0,"155,862","2,314,327","31,280","229,182"
10802,010,Ready made pig feed,ton,2013,9,"31,280","187,070","146,465",0,"146,465","2,157,626","31,647","227,516"
10802,010,Ready made pig feed,ton,2013,10,"31,647","200,582","156,105",0,"156,105","2,271,655","32,398","231,536"
10802,010,Ready made pig feed,ton,2013,11,"32,398","189,520","147,658",0,"147,658","2,134,755","34,597","228,740"
10802,010,Ready made pig feed,ton,2013,12,"34,597","193,065","153,583",0,"153,583","2,191,653","32,430","229,365"
10802,010,Ready made pig feed,ton,2014,1,"32,430","186,622","146,665",0,"146,665","2,046,891","31,407","242,555"
10802,010,Ready made pig feed,ton,2014,2,"31,407","185,302","142,849",0,"142,849","1,950,590","36,097","242,909"
10802,010,Ready made pig feed,ton,2014,3,"36,097","189,619","148,196",0,"148,196","2,095,564","35,824","237,846"
10802,010,Ready made pig feed,ton,2014,4,"35,824","185,292","145,981",0,"145,981","2,108,827","33,182","241,341"
10802,010,Ready made pig feed,ton,2014,5,"33,182","196,819","153,473",0,"153,473","2,189,623","34,601","242,696"
10802,010,Ready made pig feed,ton,2014,6,"34,601","189,915","149,282",0,"149,282","2,156,684","35,340","243,579"
10802,010,Ready made pig feed,ton,2014,7,"35,340","205,065","162,837",0,"162,837","2,337,810","34,473","246,587"
10802,010,Ready made pig feed,ton,2014,8,"34,473","212,250","164,923",0,"164,923","2,358,816","36,840","249,900"
10802,010,Ready made pig feed,ton,2014,9,"36,840","213,523","164,704",0,"164,704","2,374,748","39,015","251,498"
10802,010,Ready made pig feed,ton,2014,10,"39,015","218,971","170,007",0,"170,007","2,406,519","38,262","252,593"
10802,010,Ready made pig feed,ton,2014,11,"38,262","216,937","163,400",0,"163,400","2,288,850","42,211","255,324"
10802,010,Ready made pig feed,ton,2014,12,"42,211","231,558","179,461",0,"179,461","2,505,527","41,121","255,327"
10802,010,Ready made pig feed,ton,2015,1,"41,121","213,440","167,386",0,"167,386","2,325,197","38,076","248,740"
10802,010,Ready made pig feed,ton,2015,2,"38,076","199,401","158,726",0,"158,726","2,276,191","36,853","244,875"
10802,010,Ready made pig feed,ton,2015,3,"36,853","211,819","164,851",0,"164,851","2,348,832","36,776","249,552"
10802,010,Ready made pig feed,ton,2015,4,"36,776","206,624","166,486",0,"166,486","2,380,901","32,850","245,659"
10802,010,Ready made pig feed,ton,2015,5,"32,850","207,167","162,311",0,"162,311","2,311,268","34,741","242,315"
10802,010,Ready made pig feed,ton,2015,6,"34,741","208,473","164,378",0,"164,378","2,322,823","33,979","245,624"
10802,010,Ready made pig feed,ton,2015,7,"33,979","215,137","167,640",0,"167,640","2,389,197","34,078","241,324"
10802,010,Ready made pig feed,ton,2015,8,"34,078","221,217","173,347",0,"173,347","2,428,456","34,882","244,782"
10802,010,Ready made pig feed,ton,2015,9,"34,882","212,809","164,896",0,"164,896","2,323,416","34,395","238,283"
10802,010,Ready made pig feed,ton,2015,10,"34,395","226,943","178,709",0,"178,709","2,453,451","31,331","245,866"
10802,010,Ready made pig feed,ton,2015,11,"31,331","215,139","164,381",0,"164,381","2,275,381","35,315","242,917"
10802,010,Ready made pig feed,ton,2015,12,"35,315","217,041","166,795",0,"166,795","2,281,760","31,741","266,520"
10802,020,Ready made chicken feed,ton,2000,1,"4,357","105,587","96,961",0,"96,961","795,440","6,569","148,174"
10802,020,Ready made chicken feed,ton,2000,2,"6,569","101,568","93,636",0,"93,636","731,870","7,124","148,572"
10802,020,Ready made chicken feed,ton,2000,3,"7,124","110,308","99,823",0,"99,823","830,502","6,223","146,404"
10802,020,Ready made chicken feed,ton,2000,4,"6,223","102,940","90,539",0,"90,539","740,741","7,260","146,551"
10802,020,Ready made chicken feed,ton,2000,5,"7,260","114,191","104,432",0,"104,432","861,545","8,738","146,973"
10802,020,Ready made chicken feed,ton,2000,6,"11,360","154,505","147,245",0,"147,245","1,140,875","9,770","249,858"
10802,020,Ready made chicken feed,ton,2000,7,"9,770","156,819","149,675",0,"149,675","1,184,083","9,321","250,580"
10802,020,Ready made chicken feed,ton,2000,8,"9,321","169,532","149,178",0,"149,178","1,157,462","10,041","254,718"
10802,020,Ready made chicken feed,ton,2000,9,"10,616","186,083","166,298",0,"166,298","1,279,013","12,251","275,028"
10802,020,Ready made chicken feed,ton,2000,10,"12,251","183,110","167,829",0,"167,829","1,311,537","9,360","274,298"
10802,020,Ready made chicken feed,ton,2000,11,"9,360","196,662","177,782",0,"177,782","1,395,878","10,661","280,291"
10802,020,Ready made chicken feed,ton,2000,12,"10,661","198,508","189,190",0,"189,190","1,490,199","9,269","277,398"
10802,020,Ready made chicken feed,ton,2001,1,"9,269","183,983","175,534",0,"175,534","1,392,622","10,258","271,876"
10802,020,Ready made chicken feed,ton,2001,2,"10,258","178,935","165,605",0,"165,605","1,315,685","11,126","270,553"
10802,020,Ready made chicken feed,ton,2001,3,"11,126","198,349","180,917",0,"180,917","1,452,020","11,299","273,785"
10802,020,Ready made chicken feed,ton,2001,4,"11,299","174,137","157,589",0,"157,589","1,289,183","12,687","268,453"
10802,020,Ready made chicken feed,ton,2001,5,"12,687","183,480","171,564",0,"171,564","1,399,378","11,978","268,408"
10802,020,Ready made chicken feed,ton,2001,6,"11,978","190,579","176,935",0,"176,935","1,417,658","12,035","265,780"
10802,020,Ready made chicken feed,ton,2001,7,"12,035","196,561","182,321",0,"182,321","1,470,288","9,332","267,411"
10802,020,Ready made chicken feed,ton,2001,8,"9,332","207,325","188,880",0,"188,880","1,523,650","11,024","277,316"
10802,020,Ready made chicken feed,ton,2001,9,"11,024","185,462","172,421",0,"172,421","1,377,076","10,786","274,372"
10802,020,Ready made chicken feed,ton,2001,10,"10,786","200,295","185,775",0,"185,775","1,485,477","10,596","279,499"
10802,020,Ready made chicken feed,ton,2001,11,"10,596","200,663","190,374",0,"190,374","1,522,741","12,249","274,965"
10802,020,Ready made chicken feed,ton,2001,12,"12,249","208,993","198,098",0,"198,098","1,583,227","10,334","278,042"
10802,020,Ready made chicken feed,ton,2002,1,"10,334","214,809","205,234",0,"205,234","1,626,825","11,694","280,305"
10802,020,Ready made chicken feed,ton,2002,2,"11,694","182,018","176,768",0,"176,768","1,402,668","10,401","279,650"
10802,020,Ready made chicken feed,ton,2002,3,"10,401","210,638","201,781",0,"201,781","1,633,332","12,039","282,855"
10802,020,Ready made chicken feed,ton,2002,4,"12,039","212,980","204,126",0,"204,126","1,664,736","13,839","285,409"
10802,020,Ready made chicken feed,ton,2002,5,"13,839","210,880","204,646",0,"204,646","1,634,513","12,882","278,203"
10802,020,Ready made chicken feed,ton,2002,6,"12,882","200,293","190,923",0,"190,923","1,556,754","17,785","279,541"
10802,020,Ready made chicken feed,ton,2002,7,"17,785","203,735","205,628",2,"205,630","1,666,194","14,097","280,718"
10802,020,Ready made chicken feed,ton,2002,8,"14,097","197,121","192,964",0,"192,964","1,555,885","13,316","275,965"
10802,020,Ready made chicken feed,ton,2002,9,"13,316","196,860","190,836",0,"190,836","1,531,834","19,265","279,711"
10802,020,Ready made chicken feed,ton,2002,10,"20,748","238,711","234,194",0,"234,194","1,996,948","16,352","323,414"
10802,020,Ready made chicken feed,ton,2002,11,"16,352","242,531","230,946",0,"230,946","1,935,899","19,566","322,192"
10802,020,Ready made chicken feed,ton,2002,12,"19,566","243,639","236,280",0,"236,280","2,004,487","16,141","321,144"
10802,020,Ready made chicken feed,ton,2003,1,"16,355","276,630","264,230",0,"264,230","2,250,378","14,750","336,728"
10802,020,Ready made chicken feed,ton,2003,2,"14,750","249,309","233,816",0,"233,816","2,029,319","18,265","328,525"
10802,020,Ready made chicken feed,ton,2003,3,"18,265","239,211","223,143",0,"223,143","2,017,900","17,632","328,113"
10802,020,Ready made chicken feed,ton,2003,4,"17,632","244,075","231,978",0,"231,978","2,058,436","17,180","324,540"
10802,020,Ready made chicken feed,ton,2003,5,"17,180","242,011","225,557",0,"225,557","2,055,034","17,505","323,753"
10802,020,Ready made chicken feed,ton,2003,6,"17,505","225,907","218,813",0,"218,813","1,966,845","20,020","323,249"
10802,020,Ready made chicken feed,ton,2003,7,"20,020","246,343","238,499",0,"238,499","2,166,337","15,996","324,318"
10802,020,Ready made chicken feed,ton,2003,8,"15,996","252,525","240,909",0,"240,909","2,158,835","18,189","323,539"
10802,020,Ready made chicken feed,ton,2003,9,"18,189","245,684","232,070",0,"232,070","2,101,885","15,871","324,327"
10802,020,Ready made chicken feed,ton,2003,10,"18,983","320,912","308,570",0,"308,570","2,715,209","17,080","395,144"
10802,020,Ready made chicken feed,ton,2003,11,"16,865","297,117","271,634",0,"271,634","2,528,543","24,708","388,614"
10802,020,Ready made chicken feed,ton,2003,12,"23,656","303,736","287,422",0,"287,422","2,620,804","31,567","377,659"
10802,020,Ready made chicken feed,ton,2004,1,"33,786","249,378","244,361",0,"244,361","2,320,545","23,129","366,432"
10802,020,Ready made chicken feed,ton,2004,2,"22,554","174,866","162,061",0,"162,061","1,526,870","19,833","348,485"
10802,020,Ready made chicken feed,ton,2004,3,"20,142","202,260","174,423",0,"174,423","1,737,152","18,800","375,780"
10802,020,Ready made chicken feed,ton,2004,4,"18,431","213,630","192,673",0,"192,673","1,960,511","15,317","380,951"
10802,020,Ready made chicken feed,ton,2004,5,"15,970","241,811","212,045",0,"212,045","2,318,663","18,438","394,465"
